measure_date,year,month,day_name,day_of_week,city_name,vn_aqi,health_implication,dominant_pollutant,is_hazardous,data_quality_status,avg_aqi_owm,avg_pm2_5,max_pm2_5,avg_pm10,max_pm10,avg_co,avg_no2,avg_so2,avg_o3,avg_no,avg_nh3,record_count
2021-04-18,2021,4,Sunday,1,Ho Chi Minh City,99,Moderate,PM2.5,false,Valid,3.96,49.69,109.19,60.54,125.58,1334.87,39.07,43.59,58.65,18.55,9.67,24
2021-04-19,2021,4,Monday,2,Ho Chi Minh City,171,Unhealthy,PM2.5,false,Valid,4.71,108.74,219.06,126.86,247.05,2201.88,48.64,62.73,108.72,37.05,14.54,24
2021-04-20,2021,4,Tuesday,3,Ho Chi Minh City,165,Unhealthy,PM2.5,false,Valid,4.46,101.38,262.56,123.5,324.23,2428.85,43.93,48.57,49.35,32.51,13.37,24
2021-04-21,2021,4,Wednesday,4,Ho Chi Minh City,152,Unhealthy,PM2.5,false,Valid,4.79,82.7,115.19,99.86,139.96,1853.62,51.55,74.01,69.38,32.85,13.12,24
2021-04-22,2021,4,Thursday,5,Ho Chi Minh City,153,Unhealthy,PM2.5,false,Valid,4.92,84.12,145.57,97.35,169.58,1798.55,58.04,75.64,12.88,27.3,11.2,24
2021-04-23,2021,4,Friday,6,Ho Chi Minh City,164,Unhealthy,PM2.5,false,Valid,4.21,98.98,352.35,114.06,405.47,2358.2,41.87,51.99,14.13,39.47,11.8,24
2021-04-24,2021,4,Saturday,7,Ho Chi Minh City,94,Moderate,PM2.5,false,Valid,4.33,47.01,73.01,55.01,86.11,1150.45,27.03,31.56,191.69,10.48,8.82,24
2021-04-25,2021,4,Sunday,1,Ho Chi Minh City,134,Poor,PM2.5,false,Valid,4.08,70.61,183.83,83.88,215.22,1613.86,32.16,35.73,100.14,21.71,11.34,24
2021-04-26,2021,4,Monday,2,Ho Chi Minh City,126,Poor,PM2.5,false,Valid,4.5,65.32,187.32,79.84,224.77,1584.93,39.01,66.98,60.8,38.51,12.48,24
2021-04-27,2021,4,Tuesday,3,Ho Chi Minh City,105,Poor,PM2.5,false,Valid,4.67,53.02,76.66,66.23,93.82,1405.24,46.73,83.98,5.9,47.69,9.99,24
2021-04-28,2021,4,Wednesday,4,Ho Chi Minh City,86,Moderate,PM2.5,false,Valid,4.08,43.26,65.58,58.53,91.46,1248.36,39.36,50.72,30.4,20.31,9.07,24
2021-04-29,2021,4,Thursday,5,Ho Chi Minh City,88,Moderate,PM2.5,false,Valid,4.33,43.93,60.49,60.93,84.34,1231.95,39.87,53.15,180.24,16.69,10.02,24
2021-04-30,2021,4,Friday,6,Ho Chi Minh City,72,Moderate,PM2.5,false,Valid,3.75,35.76,69.82,47.84,93.92,1016.93,38.62,47.9,82.97,13.89,8.2,24
2021-05-01,2021,5,Saturday,7,Ho Chi Minh City,139,Poor,PM2.5,false,Valid,3.92,73.81,169.67,92.13,203.32,1824.7,37.89,38.36,67.23,27.89,12.13,24
2021-05-02,2021,5,Sunday,1,Ho Chi Minh City,79,Moderate,PM2.5,false,Valid,3.83,39.66,192.32,52.41,232.68,965.76,30.85,39.38,161.65,10.65,7.76,24
2021-05-03,2021,5,Monday,2,Ho Chi Minh City,72,Moderate,PM2.5,false,Valid,3.67,36.11,71.2,50.28,98.65,1140.99,35.22,46.8,108.72,15.62,8.96,24
2021-05-04,2021,5,Tuesday,3,Ho Chi Minh City,105,Poor,PM2.5,false,Valid,4.67,52.91,69.12,66.56,89.11,1101.49,40.87,52.65,173.09,10.82,9.27,24
2021-05-05,2021,5,Wednesday,4,Ho Chi Minh City,60,Moderate,PM2.5,false,Valid,3.21,29.87,72.69,39.26,89.1,860.33,36.14,48.85,82.97,12.13,8.34,24
2021-05-06,2021,5,Thursday,5,Ho Chi Minh City,90,Moderate,PM2.5,false,Valid,3.58,44.9,119.93,58.07,155.18,1302.6,40.26,48.67,22.89,22.87,9.66,24
2021-05-07,2021,5,Friday,6,Ho Chi Minh City,69,Moderate,PM2.5,false,Valid,3.88,34.2,55.28,45.36,67.17,1049.48,37.44,45.5,10.82,15.19,7.92,24
2021-05-08,2021,5,Saturday,7,Ho Chi Minh City,44,Good,PM2.5,false,Valid,2.71,22.15,41.23,31.56,59.19,739.89,34.52,40.56,17.52,9.99,6.96,24
2021-05-09,2021,5,Sunday,1,Ho Chi Minh City,84,Moderate,PM2.5,false,Valid,3.71,41.87,86.81,55.83,110.78,1144.05,36.16,44.98,63.66,19.65,9.08,24
2021-05-10,2021,5,Monday,2,Ho Chi Minh City,102,Poor,PM2.5,false,Valid,4.29,50.64,92.13,67.9,120.26,1153.51,35.89,46.75,144.48,18.3,9.65,24
2021-05-11,2021,5,Tuesday,3,Ho Chi Minh City,86,Moderate,PM2.5,false,Valid,4.21,42.86,99.76,55.0,129.67,970.21,47.84,60.8,138.76,17.69,8.4,24
2021-05-12,2021,5,Wednesday,4,Ho Chi Minh City,98,Moderate,PM2.5,false,Valid,4.46,49.27,82.38,61.02,99.05,1130.42,56.42,74.33,81.54,23.36,9.06,24
2021-05-13,2021,5,Thursday,5,Ho Chi Minh City,97,Moderate,PM2.5,false,Valid,4.46,48.87,88.44,61.38,106.01,1125.42,49.97,64.08,157.36,19.52,8.87,24
2021-05-14,2021,5,Friday,6,Ho Chi Minh City,85,Moderate,PM2.5,false,Valid,3.71,42.63,101.72,57.51,139.13,1284.52,37.47,50.62,33.62,29.41,8.89,24
2021-05-15,2021,5,Saturday,7,Ho Chi Minh City,71,Moderate,PM2.5,false,Valid,3.38,35.56,66.14,47.75,89.25,1159.35,29.38,36.51,52.21,21.51,8.2,24
2021-05-16,2021,5,Sunday,1,Ho Chi Minh City,64,Moderate,PM2.5,false,Valid,3.67,32.13,56.39,40.13,72.28,836.14,31.78,44.56,130.18,14.76,6.46,24
2021-05-17,2021,5,Monday,2,Ho Chi Minh City,88,Moderate,PM2.5,false,Valid,3.88,44.33,105.36,57.85,145.07,1282.57,41.53,58.21,39.7,26.76,8.81,24
2021-05-18,2021,5,Tuesday,3,Ho Chi Minh City,128,Poor,PM2.5,false,Valid,3.96,67.08,274.37,79.0,296.98,1618.86,31.49,51.76,67.95,43.19,12.96,24
2021-05-19,2021,5,Wednesday,4,Ho Chi Minh City,152,Unhealthy,PM2.5,false,Valid,4.58,82.58,320.62,98.41,356.04,2026.08,36.12,66.72,4.92,54.65,11.66,24
2021-05-20,2021,5,Thursday,5,Ho Chi Minh City,158,Unhealthy,PM2.5,false,Valid,4.83,90.11,201.57,102.89,221.37,1873.37,42.0,76.63,183.11,36.76,17.83,24
2021-05-21,2021,5,Friday,6,Ho Chi Minh City,104,Poor,PM2.5,false,Valid,4.29,51.86,100.26,60.65,115.88,1414.42,33.85,50.7,10.19,29.77,8.97,24
2021-05-22,2021,5,Saturday,7,Ho Chi Minh City,30,Good,PM2.5,false,Valid,2.08,15.27,26.96,19.11,33.46,649.49,19.46,17.02,29.68,4.44,4.99,24
2021-05-23,2021,5,Sunday,1,Ho Chi Minh City,59,Moderate,PM2.5,false,Valid,2.83,29.17,92.04,36.11,111.88,969.65,21.48,23.76,31.11,13.74,6.9,24
2021-05-24,2021,5,Monday,2,Ho Chi Minh City,98,Moderate,PM2.5,false,Valid,3.54,49.25,154.46,59.39,185.71,1369.36,25.77,31.79,23.96,22.1,8.75,24
2021-05-25,2021,5,Tuesday,3,Ho Chi Minh City,83,Moderate,PM2.5,false,Valid,4.04,41.53,62.8,48.91,73.87,1263.66,21.86,43.42,0.45,32.18,8.0,24
2021-05-26,2021,5,Wednesday,4,Ho Chi Minh City,67,Moderate,PM2.5,false,Valid,3.58,33.52,51.66,40.14,63.46,1027.5,23.79,33.03,8.49,19.8,7.16,24
2021-05-27,2021,5,Thursday,5,Ho Chi Minh City,119,Poor,PM2.5,false,Valid,4.54,61.25,117.41,73.63,136.15,1673.38,28.02,44.74,5.9,37.37,11.12,24
2021-05-28,2021,5,Friday,6,Ho Chi Minh City,129,Poor,PM2.5,false,Valid,4.79,67.62,106.5,79.13,127.59,1466.99,39.82,44.74,88.69,14.42,9.71,24
2021-05-29,2021,5,Saturday,7,Ho Chi Minh City,148,Poor,PM2.5,false,Valid,4.83,78.88,210.24,91.02,236.9,1503.71,32.0,35.75,173.09,13.87,10.78,24
2021-05-30,2021,5,Sunday,1,Ho Chi Minh City,136,Poor,PM2.5,false,Valid,4.88,71.54,242.59,82.12,276.25,1286.19,27.2,26.17,161.65,8.87,9.19,24
2021-05-31,2021,5,Monday,2,Ho Chi Minh City,158,Unhealthy,PM2.5,false,Valid,4.79,90.01,201.62,107.36,242.04,1920.94,37.15,35.51,127.32,19.79,11.38,24
2021-06-01,2021,6,Tuesday,3,Ho Chi Minh City,129,Poor,PM2.5,false,Valid,4.71,67.41,123.29,79.06,145.58,1320.68,40.71,36.87,74.39,6.41,8.76,24
2021-06-02,2021,6,Wednesday,4,Ho Chi Minh City,131,Poor,PM2.5,false,Valid,4.67,68.5,121.68,80.1,146.39,1399.4,42.93,40.03,54.36,5.98,9.1,24
2021-06-03,2021,6,Thursday,5,Ho Chi Minh City,110,Poor,PM2.5,false,Valid,4.63,55.65,78.57,66.36,97.64,1278.12,38.46,36.29,30.76,8.54,8.89,24
2021-06-04,2021,6,Friday,6,Ho Chi Minh City,91,Moderate,PM2.5,false,Valid,4.29,45.84,79.14,55.09,96.14,1138.21,31.2,27.18,85.12,5.69,9.16,24
2021-06-05,2021,6,Saturday,7,Ho Chi Minh City,59,Moderate,PM2.5,false,Valid,3.54,29.19,53.08,34.27,60.57,796.64,21.42,18.65,87.26,2.88,6.06,24
2021-06-06,2021,6,Sunday,1,Ho Chi Minh City,26,Good,PM2.5,false,Valid,1.75,13.41,23.5,17.44,29.61,585.52,18.35,15.84,21.1,3.29,5.29,24
2021-06-07,2021,6,Monday,2,Ho Chi Minh City,45,Good,PM2.5,false,Valid,2.71,22.58,41.98,29.65,53.8,728.63,23.26,21.96,35.41,7.29,6.19,24
2021-06-08,2021,6,Tuesday,3,Ho Chi Minh City,79,Moderate,PM2.5,false,Valid,3.71,39.58,73.59,48.96,95.37,1080.35,30.13,30.0,26.11,12.81,7.49,24
2021-06-09,2021,6,Wednesday,4,Ho Chi Minh City,70,Moderate,PM2.5,false,Valid,3.67,35.11,48.94,41.31,58.67,923.2,29.81,27.92,33.26,6.96,6.92,24
2021-06-10,2021,6,Thursday,5,Ho Chi Minh City,41,Good,PM2.5,false,Valid,2.67,20.74,35.21,25.53,43.73,736.55,22.06,20.26,36.12,6.72,5.55,24
2021-06-11,2021,6,Friday,6,Ho Chi Minh City,30,Good,PM2.5,false,Valid,2.0,15.1,24.3,19.68,30.6,608.32,20.68,19.33,23.6,4.91,5.46,24
2021-06-12,2021,6,Saturday,7,Ho Chi Minh City,45,Good,PM2.5,false,Valid,2.88,22.69,43.17,27.65,54.06,707.35,22.61,17.57,33.98,3.45,5.76,24
2021-06-13,2021,6,Sunday,1,Ho Chi Minh City,76,Moderate,PM2.5,false,Valid,3.17,37.79,94.53,46.21,111.45,948.79,21.67,18.87,49.35,8.3,7.46,24
2021-06-14,2021,6,Monday,2,Ho Chi Minh City,112,Poor,PM2.5,false,Valid,4.67,57.03,90.55,68.52,108.5,1273.67,29.3,26.78,113.01,9.82,8.98,24
2021-06-15,2021,6,Tuesday,3,Ho Chi Minh City,139,Poor,PM2.5,false,Valid,4.54,73.82,214.94,89.36,259.77,1796.88,30.34,34.78,85.12,25.58,10.52,24
2021-06-16,2021,6,Wednesday,4,Ho Chi Minh City,196,Unhealthy,PM2.5,false,Valid,4.54,145.54,639.75,168.76,717.07,3703.63,30.46,42.05,62.23,71.34,14.62,24
2021-06-17,2021,6,Thursday,5,Ho Chi Minh City,119,Poor,PM2.5,false,Valid,4.71,61.31,115.29,73.81,139.65,1378.82,33.13,35.69,103.0,16.22,11.46,24
2021-06-18,2021,6,Friday,6,Ho Chi Minh City,79,Moderate,PM2.5,false,Valid,4.0,39.61,57.93,48.06,72.07,982.17,28.9,30.75,42.56,9.78,8.25,24
2021-06-19,2021,6,Saturday,7,Ho Chi Minh City,77,Moderate,PM2.5,false,Valid,4.08,38.68,77.05,46.44,94.56,1040.86,27.74,23.7,53.64,5.27,7.88,24
2021-06-20,2021,6,Sunday,1,Ho Chi Minh City,57,Moderate,PM2.5,false,Valid,3.54,28.27,41.98,33.86,49.62,723.48,24.0,23.03,82.97,4.39,6.72,24
2021-06-21,2021,6,Monday,2,Ho Chi Minh City,54,Moderate,PM2.5,false,Valid,3.25,26.78,46.39,32.69,58.02,765.48,23.44,21.58,80.11,4.59,5.9,24
2021-06-22,2021,6,Tuesday,3,Ho Chi Minh City,54,Moderate,PM2.5,false,Valid,3.63,26.71,37.06,33.39,48.19,742.95,23.93,24.91,75.82,7.47,6.47,24
2021-06-23,2021,6,Wednesday,4,Ho Chi Minh City,45,Good,PM2.5,false,Valid,3.08,22.55,29.74,28.52,37.4,695.95,19.19,21.04,75.82,8.18,6.36,24
2021-06-24,2021,6,Thursday,5,Ho Chi Minh City,88,Moderate,PM2.5,false,Valid,4.21,44.07,93.76,56.87,123.44,1153.23,25.45,30.89,75.1,17.12,8.96,24
2021-06-25,2021,6,Friday,6,Ho Chi Minh City,68,Moderate,PM2.5,false,Valid,3.79,33.69,53.85,44.16,72.19,973.82,26.58,31.33,65.09,13.98,8.4,24
2021-06-26,2021,6,Saturday,7,Ho Chi Minh City,82,Moderate,PM2.5,false,Valid,3.75,41.01,85.2,51.34,100.03,1091.48,24.66,25.92,56.51,12.54,9.12,24
2021-06-27,2021,6,Sunday,1,Ho Chi Minh City,120,Poor,PM2.5,false,Valid,4.96,61.87,88.77,71.7,106.82,1039.74,29.36,30.26,143.05,6.16,8.83,24
2021-06-28,2021,6,Monday,2,Ho Chi Minh City,119,Poor,PM2.5,false,Valid,4.71,61.52,114.93,73.26,138.89,1238.07,38.84,38.3,91.55,6.5,8.92,24
2021-06-29,2021,6,Tuesday,3,Ho Chi Minh City,91,Moderate,PM2.5,false,Valid,4.29,45.68,75.4,54.63,92.46,1002.47,32.27,33.91,90.12,7.46,8.23,24
2021-06-30,2021,6,Wednesday,4,Ho Chi Minh City,64,Moderate,PM2.5,false,Valid,3.58,31.68,44.33,38.92,54.35,878.41,29.8,32.26,35.41,9.76,7.58,24
2021-07-01,2021,7,Thursday,5,Ho Chi Minh City,112,Poor,PM2.5,false,Valid,4.58,57.28,84.87,67.34,104.69,1068.12,31.62,30.69,121.59,5.84,8.44,24
2021-07-02,2021,7,Friday,6,Ho Chi Minh City,126,Poor,PM2.5,false,Valid,4.83,65.32,107.68,77.03,129.98,1191.89,32.65,29.44,141.62,6.82,9.88,24
2021-07-03,2021,7,Saturday,7,Ho Chi Minh City,112,Poor,PM2.5,false,Valid,4.63,57.12,103.0,65.57,117.41,880.64,26.24,29.42,173.09,7.16,8.21,24
2021-07-04,2021,7,Sunday,1,Ho Chi Minh City,95,Moderate,PM2.5,false,Valid,4.25,47.54,95.77,58.07,115.67,1105.11,30.22,40.59,67.95,18.68,9.43,24
2021-07-05,2021,7,Monday,2,Ho Chi Minh City,54,Moderate,PM2.5,false,Valid,3.38,26.78,37.63,33.42,45.99,851.15,22.66,29.35,3.58,15.38,6.88,24
2021-07-06,2021,7,Tuesday,3,Ho Chi Minh City,40,Good,PM2.5,false,Valid,2.79,20.21,34.98,24.93,41.88,704.85,21.14,23.15,21.99,9.2,5.18,24
2021-07-07,2021,7,Wednesday,4,Ho Chi Minh City,39,Good,PM2.5,false,Valid,2.58,19.61,25.8,25.06,34.67,714.58,22.95,26.47,18.24,10.32,5.98,24
2021-07-08,2021,7,Thursday,5,Ho Chi Minh City,67,Moderate,PM2.5,false,Valid,3.42,33.23,61.37,38.95,72.92,982.72,28.02,32.37,14.84,14.76,6.25,24
2021-07-09,2021,7,Friday,6,Ho Chi Minh City,105,Poor,PM2.5,false,Valid,4.42,52.51,101.9,62.18,122.92,1378.26,34.13,42.57,40.41,20.33,8.4,24
2021-07-10,2021,7,Saturday,7,Ho Chi Minh City,102,Poor,PM2.5,false,Valid,3.75,51.09,142.39,61.1,164.11,1425.54,27.37,38.65,38.98,26.71,9.76,24
2021-07-11,2021,7,Sunday,1,Ho Chi Minh City,134,Poor,PM2.5,false,Valid,4.63,70.64,162.74,88.24,193.57,1679.22,43.31,61.47,123.02,34.67,11.12,24
2021-07-12,2021,7,Monday,2,Ho Chi Minh City,130,Poor,PM2.5,false,Valid,4.21,68.03,157.05,84.49,200.16,1660.03,38.12,59.86,62.23,35.01,11.2,24
2021-07-13,2021,7,Tuesday,3,Ho Chi Minh City,153,Unhealthy,PM2.5,false,Valid,4.67,83.3,157.95,98.29,175.5,1854.18,52.29,94.75,10.28,64.5,11.27,24
2021-07-14,2021,7,Wednesday,4,Ho Chi Minh City,165,Unhealthy,PM2.5,false,Valid,4.96,101.39,169.76,113.92,189.37,2051.12,55.08,89.52,9.21,59.49,10.41,24
2021-07-15,2021,7,Thursday,5,Ho Chi Minh City,97,Moderate,PM2.5,false,Valid,4.29,48.77,129.3,56.26,146.31,1266.16,26.92,46.56,0.69,31.16,8.07,24
2021-07-16,2021,7,Friday,6,Ho Chi Minh City,135,Poor,PM2.5,false,Valid,4.25,71.17,217.14,88.94,281.4,2056.12,22.09,26.18,57.22,32.38,11.91,24
2021-07-17,2021,7,Saturday,7,Ho Chi Minh City,67,Moderate,PM2.5,false,Valid,3.96,33.24,53.77,37.71,64.41,709.85,18.89,15.4,97.28,2.76,5.98,24
2021-07-18,2021,7,Sunday,1,Ho Chi Minh City,56,Moderate,PM2.5,false,Valid,3.33,27.63,36.23,32.34,44.1,751.02,20.31,16.45,36.84,3.89,5.43,24
2021-07-19,2021,7,Monday,2,Ho Chi Minh City,57,Moderate,PM2.5,false,Valid,3.54,28.16,39.38,36.61,50.16,812.49,21.32,23.7,65.8,10.43,6.79,24
2021-07-20,2021,7,Tuesday,3,Ho Chi Minh City,60,Moderate,PM2.5,false,Valid,3.38,29.92,42.3,38.88,53.83,840.31,21.14,20.85,54.36,8.49,7.26,24
2021-07-21,2021,7,Wednesday,4,Ho Chi Minh City,61,Moderate,PM2.5,false,Valid,3.67,30.17,44.58,36.66,54.42,754.63,22.81,20.36,57.94,4.44,5.61,24
2021-07-22,2021,7,Thursday,5,Ho Chi Minh City,91,Moderate,PM2.5,false,Valid,4.21,45.44,55.72,53.39,67.07,858.11,28.35,21.18,45.78,1.6,6.58,24
2021-07-23,2021,7,Friday,6,Ho Chi Minh City,73,Moderate,PM2.5,false,Valid,3.88,36.42,54.8,41.6,63.04,756.3,24.87,17.91,55.79,0.7,5.37,24
2021-07-24,2021,7,Saturday,7,Ho Chi Minh City,24,Good,PM2.5,false,Valid,1.83,12.38,17.29,16.87,26.25,491.22,15.69,11.49,29.33,1.09,5.27,24
2021-07-25,2021,7,Sunday,1,Ho Chi Minh City,27,Good,PM2.5,false,Valid,2.08,13.56,22.49,17.22,29.99,523.49,14.63,13.4,57.94,3.55,4.49,24
2021-07-26,2021,7,Monday,2,Ho Chi Minh City,32,Good,PM2.5,false,Valid,2.17,16.11,25.07,20.37,34.26,518.48,15.45,15.11,72.24,3.55,5.12,24
2021-07-27,2021,7,Tuesday,3,Ho Chi Minh City,27,Good,PM2.5,false,Valid,1.88,13.58,17.61,17.8,22.21,506.94,16.57,13.78,60.08,1.85,4.77,24
2021-07-28,2021,7,Wednesday,4,Ho Chi Minh City,22,Good,PM2.5,false,Valid,1.67,11.05,14.39,14.65,20.28,505.13,16.72,14.43,53.64,2.9,4.65,24
2021-07-29,2021,7,Thursday,5,Ho Chi Minh City,24,Good,PM2.5,false,Valid,1.71,12.26,17.45,15.55,22.62,543.1,17.99,15.12,9.48,3.33,4.05,24
2021-07-30,2021,7,Friday,6,Ho Chi Minh City,22,Good,PM2.5,false,Valid,1.67,11.46,14.7,14.75,19.99,546.57,17.43,14.98,33.62,3.48,4.2,24
2021-07-31,2021,7,Saturday,7,Ho Chi Minh City,18,Good,PM2.5,false,Valid,1.25,9.14,14.86,11.99,19.9,479.54,15.63,12.14,18.6,1.6,4.06,24
2021-08-01,2021,8,Sunday,1,Ho Chi Minh City,18,Good,Ozone,false,Valid,1.08,7.87,10.58,10.69,15.02,413.9,12.65,10.46,57.94,1.36,4.34,24
2021-08-02,2021,8,Monday,2,Ho Chi Minh City,16,Good,PM2.5,false,Valid,1.17,8.14,13.79,11.26,19.66,467.02,16.26,13.04,39.7,1.41,4.9,24
2021-08-03,2021,8,Tuesday,3,Ho Chi Minh City,18,Good,PM2.5,false,Valid,1.46,9.07,12.32,12.5,17.49,460.9,16.39,13.33,36.12,1.9,4.86,24
2021-08-04,2021,8,Wednesday,4,Ho Chi Minh City,18,Good,PM2.5,false,Valid,1.33,9.48,15.3,12.97,21.95,466.05,17.85,14.47,21.99,1.97,4.6,24
2021-08-05,2021,8,Thursday,5,Ho Chi Minh City,21,Good,PM2.5,false,Valid,1.5,10.99,17.27,14.72,23.66,492.06,18.64,15.56,25.03,2.28,4.52,24
2021-08-06,2021,8,Friday,6,Ho Chi Minh City,24,Good,PM2.5,false,Valid,1.83,12.02,22.6,16.87,29.59,532.53,18.94,15.35,39.34,1.86,5.44,24
2021-08-07,2021,8,Saturday,7,Ho Chi Minh City,27,Good,PM2.5,false,Valid,1.92,13.61,26.39,18.46,35.58,605.96,18.34,15.53,22.17,4.25,6.02,24
2021-08-08,2021,8,Sunday,1,Ho Chi Minh City,26,Good,PM2.5,false,Valid,1.83,13.33,24.42,18.35,32.15,576.76,17.21,18.0,14.31,6.79,6.11,24
2021-08-09,2021,8,Monday,2,Ho Chi Minh City,43,Good,PM2.5,false,Valid,2.71,21.97,50.66,29.9,68.01,767.15,23.3,27.48,29.68,11.25,7.38,24
2021-08-10,2021,8,Tuesday,3,Ho Chi Minh City,63,Moderate,PM2.5,false,Valid,3.38,31.49,57.85,39.11,75.4,944.61,27.92,29.5,29.68,12.35,6.93,24
2021-08-11,2021,8,Wednesday,4,Ho Chi Minh City,115,Poor,PM2.5,false,Valid,3.96,59.07,221.61,68.88,247.08,1519.01,32.4,41.22,37.19,25.99,10.65,24
2021-08-12,2021,8,Thursday,5,Ho Chi Minh City,116,Poor,PM2.5,false,Valid,4.58,59.63,211.2,71.14,242.96,1466.71,34.45,38.87,34.33,20.09,8.98,24
2021-08-13,2021,8,Friday,6,Ho Chi Minh City,75,Moderate,PM2.5,false,Valid,4.04,37.49,64.27,44.59,77.12,1059.21,29.09,33.1,32.54,14.88,7.39,24
2021-08-14,2021,8,Saturday,7,Ho Chi Minh City,174,Unhealthy,PM2.5,false,Valid,4.04,114.0,416.58,134.8,486.47,2851.09,28.04,34.21,19.49,52.98,11.99,24
2021-08-15,2021,8,Sunday,1,Ho Chi Minh City,165,Unhealthy,PM2.5,false,Valid,4.71,100.39,217.68,121.34,270.8,2209.11,24.05,27.29,85.12,32.77,12.47,24
2021-08-16,2021,8,Monday,2,Ho Chi Minh City,223,Very Unhealthy,PM2.5,true,Valid,5.0,172.29,290.67,191.27,325.15,2547.07,70.07,55.15,188.83,14.01,11.98,24
2021-08-17,2021,8,Tuesday,3,Ho Chi Minh City,289,Very Unhealthy,PM2.5,true,Valid,5.0,239.39,692.14,259.97,748.49,4151.18,72.2,77.15,27.18,70.63,13.6,24
2021-08-18,2021,8,Wednesday,4,Ho Chi Minh City,279,Very Unhealthy,PM2.5,true,Valid,5.0,229.51,404.93,249.6,439.4,3204.9,71.83,79.04,131.61,35.46,19.08,24
2021-08-19,2021,8,Thursday,5,Ho Chi Minh City,388,Hazardous,PM2.5,true,Valid,5.0,360.06,811.92,386.98,844.52,6023.73,67.17,102.22,53.64,118.19,32.6,24
2021-08-20,2021,8,Friday,6,Ho Chi Minh City,179,Unhealthy,PM2.5,false,Valid,5.0,120.32,737.18,136.06,780.95,2264.18,49.41,72.34,46.49,42.07,22.18,24
2021-08-21,2021,8,Saturday,7,Ho Chi Minh City,159,Unhealthy,PM2.5,false,Valid,5.0,92.47,238.89,103.6,264.54,1358.23,34.69,37.61,211.72,12.29,12.16,24
2021-08-22,2021,8,Sunday,1,Ho Chi Minh City,71,Moderate,PM2.5,false,Valid,3.54,35.68,67.33,42.71,79.71,923.48,24.62,25.46,32.19,9.65,7.32,24
2021-08-23,2021,8,Monday,2,Ho Chi Minh City,83,Moderate,PM2.5,false,Valid,3.75,41.66,79.63,51.56,98.26,1126.25,23.33,30.65,34.69,20.57,8.66,24
2021-08-24,2021,8,Tuesday,3,Ho Chi Minh City,69,Moderate,PM2.5,false,Valid,3.67,34.55,75.7,42.72,93.45,1037.8,26.16,37.18,13.05,21.13,7.78,24
2021-08-25,2021,8,Wednesday,4,Ho Chi Minh City,63,Moderate,PM2.5,false,Valid,3.5,31.46,50.94,36.97,58.14,982.72,25.26,31.96,7.42,17.29,6.41,24
2021-08-26,2021,8,Thursday,5,Ho Chi Minh City,142,Poor,PM2.5,false,Valid,4.0,75.43,196.74,86.2,225.65,1908.14,31.15,44.22,11.0,38.05,10.41,24
2021-08-27,2021,8,Friday,6,Ho Chi Minh City,285,Very Unhealthy,PM2.5,true,Valid,4.63,235.26,750.93,257.33,811.5,4603.19,42.04,71.9,6.8,115.45,18.92,24
2021-08-28,2021,8,Saturday,7,Ho Chi Minh City,227,Very Unhealthy,PM2.5,true,Valid,4.79,176.39,487.38,199.1,561.76,3501.14,49.44,67.45,34.33,74.13,22.88,24
2021-08-29,2021,8,Sunday,1,Ho Chi Minh City,93,Moderate,PM2.5,false,Valid,3.96,46.63,119.59,53.27,134.72,1205.8,39.39,52.41,45.78,23.48,7.77,24
2021-08-30,2021,8,Monday,2,Ho Chi Minh City,174,Unhealthy,PM2.5,false,Valid,4.96,113.56,183.96,128.84,216.1,2339.84,66.85,81.1,15.56,44.45,12.59,24
2021-08-31,2021,8,Tuesday,3,Ho Chi Minh City,191,Unhealthy,PM2.5,false,Valid,4.92,138.39,265.03,156.34,287.16,2660.83,53.57,78.66,2.79,63.33,13.68,24
2021-09-01,2021,9,Wednesday,4,Ho Chi Minh City,174,Unhealthy,PM2.5,false,Valid,5.0,113.19,315.34,126.81,345.15,2176.29,48.17,83.96,4.43,57.18,11.9,24
2021-09-02,2021,9,Thursday,5,Ho Chi Minh City,114,Poor,PM2.5,false,Valid,4.42,58.14,191.2,67.64,211.47,1508.71,30.97,53.83,1.31,36.76,9.44,24
2021-09-03,2021,9,Friday,6,Ho Chi Minh City,135,Poor,PM2.5,false,Valid,3.79,71.04,189.03,86.88,239.34,1966.28,19.49,31.42,6.17,42.58,11.42,24
2021-09-04,2021,9,Saturday,7,Ho Chi Minh City,79,Moderate,PM2.5,false,Valid,3.83,39.3,90.18,46.89,107.31,1185.5,20.66,21.75,33.98,17.05,7.74,24
2021-09-05,2021,9,Sunday,1,Ho Chi Minh City,117,Poor,PM2.5,false,Valid,3.92,60.3,113.09,73.6,143.37,1601.62,22.19,29.78,57.22,29.19,10.22,24
2021-09-06,2021,9,Monday,2,Ho Chi Minh City,166,Unhealthy,PM2.5,false,Valid,4.71,101.77,263.05,115.27,290.13,2182.4,32.88,45.4,82.97,45.26,12.85,24
2021-09-07,2021,9,Tuesday,3,Ho Chi Minh City,72,Moderate,PM2.5,false,Valid,3.54,35.99,91.23,43.29,103.82,1032.79,24.83,32.44,17.17,18.47,7.43,24
2021-09-08,2021,9,Wednesday,4,Ho Chi Minh City,37,Good,PM2.5,false,Valid,2.46,18.72,31.11,24.35,42.12,688.43,22.79,24.95,30.76,8.91,5.88,24
2021-09-09,2021,9,Thursday,5,Ho Chi Minh City,48,Good,PM2.5,false,Valid,2.88,24.06,44.92,31.06,60.63,853.1,23.65,26.4,17.7,12.68,6.78,24
